CORE_CUSTOMER_ID,STORE,STORE_CITY,STORE_ZIP,NUM_SHOP,MSRNAME,USER_NAME,USER_PREFERRED_STORE,USER_CLOSEST_STORE,USER_POSTAL
118885873,7041,Helena,59623,5,zoey ashton,,,,
113497472,7078,Jefferson,65101,,ELROY E BURK,,,,
115765061,7065,Springfield,62701,10,joleigh sanborn,,,,
112175761,7021,Madison,53703,4,  yashika levin  ,,,,
113860698,7004,Phoenix,85001,,maryelizabeth hay,maryelizabeth hay,,,
114610484,7060,Jackson,39205,,julieanne laird,julieanne laird,,,
113763824,7028,Montgomery,36104,12,jennifermarie ambrose stanley,,,,
115874983,7058,Pierre,57501,2,rex connors,,,,
119637261,7044,Harrisburg,17101,,JUANALBERTO H BARTHOLOMEW,juanalberto bartholomew,,7044,
115872692,7046,Boston,2201,6,cerissa robins,cerissa robins,,,
111024803,7089,Richmond,23219,3,HORTENSIA V STANLEY,,7089,,
115683597,7063,Olympia,98507,,almetra rocco carranza,,,,
111763177,7001,Albany,12207,,VALUE LINK CTS,,,7001,
113834995,7012,Trenton,8608,7,richard thurston,,,,
116908526,7044,Harrisburg,17101,7,IVETT STEINMETZ,,,,
119031074,7097,Sacramento,95814,2,shelsea franco devore,shelsea devore,,,
118920579,7091,Providence,2903,,tiffini rohrer,tiffini rohrer,,,
113368457,7064,Annapolis,21401,10,jasson hadley,,,,
112958417,7012,Trenton,8608,1,nena l velasquez,nena velasquez,,,
117993534,7088,Bismarck,58501,,ikeya mariscal,,,,
110838376,7050,Salem,97301,,jesseca cormier,,,,
114167671,7092,Columbia,29217,14,BILLIEJEAN ALFARO,,,,
116022695,7012,Trenton,8608,4,ANASTASIOS ZAMBRANO,,,,
119513080,7001,Albany,12207,15,seville gandy,,,,
119586852,7065,Springfield,62701,11,KRISHANA N JACOBS,,,,
113566010,7068,Topeka,66603,,aleen     orourke,aleen orourke,,,
113953752,7049,Tallahassee,32301,2,creighton dubose,,,,
111456805,7089,Richmond,23219,9,nanisha rohan benner,nanisha benner,,,
116128113,7015,Des Moines,50309,14,maurisa riley braun,,,,
114794581,7057,Montpelier,5602,,landin sage,,,,
115006296,7015,Des Moines,50309,,micahel nathan,,7015,,
116280074,7092,Columbia,29217,4,cherylynn fisher nemeth,cherylynn nemeth,,,
110350708,7038,Columbus,43215,13,shekia lemke,shekia lemke,,,
119628498,7088,Bismarck,58501,2,DEMARCO HEZEKIAH TRAPP,,,,
117068365,7021,Madison,53703,1,KENTA SHEA,,,,
119383422,7092,Columbia,29217,,semone farias,,,,
116090837,7001,Albany,12207,14,deepa viera,deepa viera,,7001,
119924433,7075,Dover,19901,,SHELONDA BILLS,,,,
119553467,7004,Phoenix,85001,,CHASE VISA CARDHOLDER,,,7004,
111332065,7001,Albany,12207,,octavia c herzog,,,,
113061547,7049,Tallahassee,32301,,andreas foss,,7049,,
118626252,7061,St. Anne,55102,13,alfonza murray,,,,
111447169,7032,Nashville,37219,,khadija   simon,,,,
117383811,7049,Tallahassee,32301,,TOMEKIA KNOTTS,,,,
117078370,7026,Honolulu,96813,14,SARGON HOLLEY,,,,
110936731,7060,Jackson,39205,,tamaine   kirsch,,,,
115248886,7088,Bismarck,58501,8,herold valdivia,,,,
116786334,7089,Richmond,23219,15,sherrika brady,,,,
116323170,7086,Carson,89701,3,anica cyr,,,7086,
119968491,7075,Dover,19901,,CHISTOPHER L CULPEPPER,,,,
112066508,7089,Richmond,23219,8,HAYLI Y SERVIN,,,,
113940616,7007,Concord,3301,,cornesha b cato,,,,
115714188,7040,Augusta,4330,,VALUE LINK CTS,,,,
111711921,7015,Des Moines,50309,,dirk tallman,,,,
112373581,7097,Sacramento,95814,13,,,,,
110455931,7087,Boise,83702,13,HAUNANI LIRA,,,,
110375503,7063,Olympia,98507,2,MARLINDA M CHAMBERLAIN,marlinda chamberlain,,,
116575121,7075,Dover,19901,3,emmalee kyrie dees,,,,
110110355,7004,Phoenix,85001,14,myla phillip casillas,,,,
117406876,7076,Salt Lake City,84111,,cali muhammad,cali muhammad,,,
110376214,7082,Oklahoma,73102,,ranson prentice,,,,
117636412,7015,Des Moines,50309,,job franklin lovejoy,,,7015,
110668434,7004,Phoenix,85001,,andice madden kilgore,,,,
111222323,7058,Pierre,57501,,rebeka wu,,,,
111763685,7068,Topeka,66603,7,dinesh gillespie,,,,
111268524,7012,Trenton,8608,,ASHRAF WENDT,ashraf wendt,,7012,
111402410,7040,Augusta,4330,13,kurstin raynor,,,,
111414911,7032,Nashville,37219,,KEDRON C SPARKS,kedron sparks,,,
118597582,7067,Lincoln,68502,13,youlanda aguirre,,,7067,
119025714,7076,Salt Lake City,84111,2,CHASE VISA CARDHOLDER,,,,
113401992,7001,Albany,12207,,shrita  mullins,,,7001,
112663337,7097,Sacramento,95814,7,ATHANASIOS BECK,,,,
113444467,7046,Boston,2201,14,RUI TOMLIN,rui tomlin,,7046,
110112133,7088,Bismarck,58501,,lindsay mcneely,lindsay mcneely,,,
110258260,7037,Lansing,48933,7,bracha k holloman,,,,
110687967,7057,Montpelier,5602,,elias moreland,,,,
111422161,7050,Salem,97301,4,trumaine crespo,trumaine crespo,,,
117290882,7052,Charleston,25301,13,tanairi ethan holman,tanairi holman,,,
117037809,7001,Albany,12207,3,VALUED CUSTOMER,,,,
119817922,7045,Indianapolis,46225,7,jamiee mccullough,,,,
110328288,7032,Nashville,37219,,shalea savage,,,,
110919286,7007,Concord,3301,8,katheleen bagley,,,7007,
116461249,7004,Phoenix,85001,11,JOSEH CORDELL,joseh cordell,,,
115371718,7015,Des Moines,50309,12,drew wayne keyes,,,,
110945704,7045,Indianapolis,46225,6,nira hawes,nira hawes,,,
110602975,7091,Providence,2903,5,MELVYN GAYTAN,melvyn gaytan,,7091,
119174197,7001,Albany,12207,2,,,,,
112039291,7055,Juneau,99801,,ALLYN ROY CAI,allyn cai,,,
115660550,7063,Olympia,98507,,tomas harbin,tomas harbin,,,
115004484,7074,Austin,78701,,shaylynn ermias frantz,,7074,7074,
117694670,7064,Annapolis,21401,,kedrick logue,,,,
111108776,7078,Jefferson,65101,13,NIMESH CUSHMAN,,,,
119776601,7050,Salem,97301,,rebbie judah benner,,,,
119516225,7013,Baton,70802,,,marleina aleman,,,
116956012,7049,Tallahassee,32301,,billiejean   delacruz,,,,
118725337,7007,Concord,3301,,toni finley,,,,
110795091,7080,Denver,80202,1,laquana mcgrath,,,,
118857910,7051,Hartford,6103,,,,,,
115229233,7004,Phoenix,85001,,  chana sumpter  ,,7004,,
119661556,7062,Santa,87501,7,AUDLEY     LUNDY,audley lundy,,,
114992987,7045,Indianapolis,46225,,SHARNE CASPER,sharne casper,,,
111803420,7063,Olympia,98507,,SHAMAR SPURGEON,shamar spurgeon,,,
115914194,7045,Indianapolis,46225,,PADRAIC WAY,,,,
113305686,7063,Olympia,98507,6,talea dykes,,,,
119523798,7021,Madison,53703,,graeme  goodin,graeme goodin,,,
115040264,7065,Springfield,62701,,malary cosby,malary cosby,,,
113592641,7085,Little Rock,72201,3,ace napier,,,,
110021134,7086,Carson,89701,9,jewell case,,,,
117773898,7063,Olympia,98507,10,fredrika tice,fredrika tice,,,
110560585,7051,Hartford,6103,,isaih kauffman,,,,
115482416,7085,Little Rock,72201,,diego saavedra,,,,
117495101,7001,Albany,12207,,mareshah mullins,mareshah mullins,,,
117231504,7021,Madison,53703,6,JENNILEE BODEN FOX,,,,
119085466,7040,Augusta,4330,,VENA GORDON,,,,
117386693,7080,Denver,80202,,,kenzi dao,,,
117409746,7026,Honolulu,96813,15,fue garris,fue garris,,,
119420779,7037,Lansing,48933,,RAMONE TY WORRELL,,,,
114509474,7060,Jackson,39205,1,elgin ulises gavin,,7060,7060,
115064556,7061,St. Anne,55102,11,jennylyn s moss,,,,
116454685,7097,Sacramento,95814,,socorro do,,,,
115912248,7055,Juneau,99801,,mika fairchild,,,,
110028266,7051,Hartford,6103,6,cigi millan,cigi millan,,,
119306574,7052,Charleston,25301,,kiet barney,,,,
111810970,7088,Bismarck,58501,4,jaquilla jaimes,,7088,7088,
112418488,7074,Austin,78701,,MELCHIZEDEK ARI AYRES,,7074,7074,
110165157,7012,Trenton,8608,5,krystyn morley,,7012,,
114581453,7024,Cheyenne,82001,1,corynne layne mcfall,corynne mcfall,,,
110714745,7058,Pierre,57501,8,ENJOLIE WING,,,,
113312069,7089,Richmond,23219,9,janeika m berryman,janeika berryman,7089,,
117850216,7007,Concord,3301,,dori river curran,dori curran,,,
118894835,7067,Lincoln,68502,15,VALUED CUSTOMER,,,,
110660120,7058,Pierre,57501,7,carri kuo,carri kuo,,,
110742783,7012,Trenton,8608,,sherryl dilan marlow,sherryl marlow,,,
117925188,7038,Columbus,43215,15,feigy weir,,7038,,
111335742,7091,Providence,2903,,sid corrigan,,,7091,
118561165,7050,Salem,97301,12,JUSTIN WHITCOMB,,,,
118539703,7024,Cheyenne,82001,7,,keturah cromer,,7024,
118236332,7061,St. Anne,55102,5,maghen vaughan,,,,
117053313,7085,Little Rock,72201,,SHADAYA M CARRINGTON,,,,
117545576,7044,Harrisburg,17101,9,mckinzie k baer,mckinzie baer,,,
115457900,7024,Cheyenne,82001,,annamary ashby,,,,
119850538,7004,Phoenix,85001,1,secret c tidwell,,,7004,
110389130,7085,Little Rock,72201,,DISCOVER CARDMEMBER,,7085,,
116645355,7028,Montgomery,36104,3,farron gallardo,,,,
118211319,7096,Raleigh,27601,8,seretha tellez,seretha tellez,7096,7096,
111064258,7013,Baton,70802,,myeshia wilt,,7013,,
110307787,7046,Boston,2201,7,erroll steward,,,,
114490908,7015,Des Moines,50309,11,SEA VANN,,,,
115527093,7032,Nashville,37219,12,danialle luckett,,,,
116703250,7028,Montgomery,36104,,CATHERINE FRANKE,catherine franke,,7028,
115582547,7064,Annapolis,21401,3,monte   finch,,,,
110933012,7026,Honolulu,96813,3,zacariah brockman,zacariah brockman,,,
110872185,7012,Trenton,8608,,ALIKA FLANIGAN,alika flanigan,,7012,
116909853,7050,Salem,97301,,ELIZABETHANN KITCHENS,,,,
113532836,7064,Annapolis,21401,,TYSHA REED,tysha reed,,7064,
119992968,7064,Annapolis,21401,11,carrell hardwick,,,,
115384105,7004,Phoenix,85001,8,ximena n burrow,,,,
111054376,7021,Madison,53703,13,malcom c bullock,,,,
119851142,7045,Indianapolis,46225,12,greyson jarvis,greyson jarvis,,,
117372736,7001,Albany,12207,,BRITISH WEED,british weed,,,
116926914,7096,Raleigh,27601,,BANESSA P TELLEZ,banessa tellez,7096,,
115858444,7075,Dover,19901,9,thomson caden neri,,,7075,
112178861,7083,Atlanta,30303,2,LATISIA ALESSANDRO MARTEL,,,,
111694334,7037,Lansing,48933,11,,,,,
119128963,7057,Montpelier,5602,2,CURTISS SWEENEY,curtiss sweeney,,,
116223931,7007,Concord,3301,2,tavarus mohamed peralta,tavarus peralta,,,
114617791,7049,Tallahassee,32301,1,RONEE CHIANG,,,,
111412277,7049,Tallahassee,32301,, chisty tavares ,,,,
118241671,7058,Pierre,57501,,martina knudson,,,,
115049285,7004,Phoenix,85001,,onterrio pogue,onterrio pogue,,,
110264767,7044,Harrisburg,17101,,SYLENA CALEB CORDOVA,,,,
117430946,7065,Springfield,62701,2,DIANIRA FALLS,dianira falls,,,
110380147,7076,Salt Lake City,84111,7,CHARLYE   BURKHOLDER,,,,
111486247,7055,Juneau,99801,5,keesha brumfield,,,,
116599734,7060,Jackson,39205,,kellyn stock,,,7060,
118273300,7063,Olympia,98507,,benton barragan,,,,
118663928,7097,Sacramento,95814,,KJIRSTEN JAKOB RIGSBY,,,,
119999870,7070,Frankfort,40601,,laquanda felipe mahoney,laquanda mahoney,,,
115094651,7089,Richmond,23219,3,KHALEELAH WHYTE,,,,
115998585,7038,Columbus,43215,13,phoua conlon,,,,
114908040,7089,Richmond,23219,,laquenta ulises whatley,,,,
110129898,7085,Little Rock,72201,14,PAMELLA ZECHARIAH HATTON,,7085,,
118655308,7080,Denver,80202,3,antonieta quach,,,,
119808808,7037,Lansing,48933,,tauni adonis bedford,tauni bedford,,,
115200386,7088,Bismarck,58501,,rachelle kendall,rachelle kendall,,,
118173015,7050,Salem,97301,11,namrata giles,namrata giles,,,
110618075,7092,Columbia,29217,,VALUE LINK CTS,,,,
112031988,7058,Pierre,57501,,   SONALI CANTU   ,,,,
111642984,7007,Concord,3301,6,kalee ellison,,7007,,
119939128,7052,Charleston,25301,11,yulisa baylor roe,yulisa roe,,,
112711903,7040,Augusta,4330,,wally kylo mccracken,wally mccracken,,,
117148050,7004,Phoenix,85001,13,LORENZA KNOTT,,,,
115074675,7058,Pierre,57501,,ivery nash,ivery nash,,,
119655663,7085,Little Rock,72201,8,grabiela grady trapp,grabiela trapp,,,
118380061,7004,Phoenix,85001,,lashann m hammer,,,,
114471743,7067,Lincoln,68502,11,wilhelm schell,wilhelm schell,,,
110158587,7089,Richmond,23219,,kandiss amaro,kandiss amaro,,,
110327051,7065,Springfield,62701,,  bridney danny harter  ,,,,
117484353,7041,Helena,59623,14,zacariah giddens,,,7041,
114353425,7007,Concord,3301,,hagan kyree bernal,,,,
111269627,7091,Providence,2903,,kiah jordan hyde,,,,
117737545,7001,Albany,12207,,trysta saul dutton,trysta dutton,,,
112386095,7082,Oklahoma,73102,5,jalissa jameson medley,,,,
115699939,7063,Olympia,98507,,TYKEISHA DAGOSTINO,,,,
110435417,7037,Lansing,48933,,EJ DORIAN NEELY,,,,
113542410,7057,Montpelier,5602,15,priscilla   kyle,priscilla kyle,,,
118983130,7052,Charleston,25301,,PEONY JAXTON AGNEW,peony agnew,,,
113667057,7032,Nashville,37219,15,sauel casas,,,,
113740536,7091,Providence,2903,15,MARKI PERKINS,marki perkins,,,
110257004,7041,Helena,59623,14,KIMBLEY J SEILER,,,7041,
119674303,7082,Oklahoma,73102,2,,,,,
117320873,7065,Springfield,62701,11,taylar arrington,taylar arrington,,,
116523347,7064,Annapolis,21401,,falen chamberlain,falen chamberlain,7064,,
114689833,7040,Augusta,4330,2,tenequa greenfield,,,,
117819134,7092,Columbia,29217,7,terisa edge,,,,
114735604,7038,Columbus,43215,,shermika falcon,,,,
114595231,7075,Dover,19901,,leasha plascencia,,,,
112614953,7091,Providence,2903,15,deric     saldana,deric saldana,,,
119913666,7012,Trenton,8608,,catheryn dow,catheryn dow,,,
119485323,7074,Austin,78701,9,majorie betz,,,,
118933369,7097,Sacramento,95814,,nakeena santana,nakeena santana,,,
110754300,7082,Oklahoma,73102,4,jenaya knapp,jenaya knapp,,,
116985066,7049,Tallahassee,32301,8,jayme suarez,,,,
113964463,7078,Jefferson,65101,,KENIKA PUENTES,,7078,,
111720373,7070,Frankfort,40601,4,mariette milo grijalva,,,,
110156398,7074,Austin,78701,2,shanieka samir hernandes,shanieka hernandes,,,
112681384,7089,Richmond,23219,,antrone gideon lundberg,antrone lundberg,,,
119517755,7037,Lansing,48933,14,claudell eng,claudell eng,,7037,
111019074,7013,Baton,70802,3,jezabel ashton,,,,
110428445,7015,Des Moines,50309,15,mykia anders bannister,,,,
114547644,7032,Nashville,37219,14,rico meza,rico meza,,,
115622316,7074,Austin,78701,,trecia amezcua,trecia amezcua,7074,,
117306733,7044,Harrisburg,17101,12,jacinto heck,,,,
110365908,7085,Little Rock,72201,,LEONTYNE GALLAGHER,,,,
114554377,7087,Boise,83702,5,VISA     CARDHOLDER,,7087,,
111638451,7062,Santa,87501,1,natalye woods,,,,
114916361,7068,Topeka,66603,,NYAH ALSTON,,,7068,
116736387,7051,Hartford,6103,12,nadene s whitmire,,,,
111539713,7004,Phoenix,85001,4,ashlely abraham pratt,ashlely pratt,,,
115369293,7074,Austin,78701,,MYRLANDE GOODSON,myrlande goodson,,,
118658192,7060,Jackson,39205,,CHASE VISA CARDHOLDER,,,,
115247405,7040,Augusta,4330,,jerimey early,,7040,,
118103526,7001,Albany,12207,,venetia schenk,,,,
112070809,7004,Phoenix,85001,,JENNIE   RINCON,,,,
116424057,7096,Raleigh,27601,,CANDAS JUAN MACHADO,candas machado,,,
117650433,7013,Baton,70802,,CHAS RAYAN GOSSETT,,,7013,
118555741,7041,Helena,59623,3,HERICA COLLIN NATHAN,herica nathan,,,
117039427,7060,Jackson,39205,12,curtiss hershberger,,,,
115263490,7096,Raleigh,27601,,tynia peltier,,7096,,
117636168,7092,Columbia,29217,4,lavina moy,,,,
119628337,7096,Raleigh,27601,,hien siegel,,,,
111761583,7001,Albany,12207,,jamy valdivia,,7001,,
111815651,7082,Oklahoma,73102,6,TANAE FINNEGAN LACY,,7082,,
114387570,7060,Jackson,39205,,VALUED   CUSTOMER,,,,
110732020,7028,Montgomery,36104,,MYOSHA CROSBY,,,7028,
111577254,7065,Springfield,62701,,zohra pugh,,,,
118734596,7096,Raleigh,27601,10,farhad kai chamberlin,,7096,,
114245381,7057,Montpelier,5602,,wanisha jabari amador,,,,
111016682,7040,Augusta,4330,2,kellyann   bradford,,7040,,
118319899,7040,Augusta,4330,10,tammara baer,,,7040,
119435416,7061,St. Anne,55102,10,velinda nunley,velinda nunley,,,
112412166,7046,Boston,2201,15,MARQUELL A GUNDERSON,marquell gunderson,,,
114876149,7040,Augusta,4330,,MAYNARD RICO,,,,
113604918,7050,Salem,97301,,sea tatum pope,sea pope,,,
110847331,7061,St. Anne,55102,15,CARLYN DAVID,,,,
117130377,7046,Boston,2201,1,adrean  albrecht,,,,
115424283,7088,Bismarck,58501,14,VALUE LINK CTS,tuan polanco,,,
113297938,7080,Denver,80202,7,keely c mata,,,,
117560584,7012,Trenton,8608,6,MAGEN SOLORZANO,,,,
119061849,7085,Little Rock,72201,,COSTAS GAGNE,,,,
116370705,7091,Providence,2903,14,tranquilino osullivan,,,,
111293950,7080,Denver,80202,,DAARINA PRENTICE,,7080,,
113326522,7004,Phoenix,85001,13,bethanie ferris,,,,
112907401,7032,Nashville,37219,12,VALUED CUSTOMER,,,,
115058248,7080,Denver,80202,7,briam raya,,,,
118270291,7061,St. Anne,55102,,sahil stegall,,,,
117937203,7026,Honolulu,96813,12,johnphillip casteel,johnphillip casteel,,,
117424776,7032,Nashville,37219,5,heena benitez,,,,
110324610,7063,Olympia,98507,12,sharin bell,,,,
116217819,7051,Hartford,6103,,jestin  aguilera,,,,
115503984,7026,Honolulu,96813,,MELANEY V BARBER,,,,
117475105,7028,Montgomery,36104,7,chelsia dugan,,,,
111771940,7085,Little Rock,72201,4,ELLISE   SANDERS,ellise sanders,,,
110350042,7041,Helena,59623,8,ANNEKA   SOWELL,,,,
119646007,7063,Olympia,98507,14,jomo asbury,,7063,,
117653736,7063,Olympia,98507,8,VELVET MAURICE DAILY,velvet daily,,,
110593059,7055,Juneau,99801,11,lamara culver,,,7055,
119618254,7045,Indianapolis,46225,9,seve grogan,seve grogan,,,
115741681,7087,Boise,83702,,REMUS AGEE,,,,
118732871,7044,Harrisburg,17101,7,CHESNEY WILDER FERREIRA,chesney ferreira,,,
113947137,7007,Concord,3301,1,kandise g broussard,,7007,,
115616001,7060,Jackson,39205,,gale ponce,,,,
110972519,7061,St. Anne,55102,1,ANNESSA GAONA,,,,
114880040,7007,Concord,3301,,RAFEAL SALERNO,rafeal salerno,,,
110912739,7070,Frankfort,40601,,rey east,,7070,,
112382958,7060,Jackson,39205,5,travion ocean resendiz,,,,
115162045,7037,Lansing,48933,,lakeia melchor,lakeia melchor,7037,,
111326695,7024,Cheyenne,82001,13,FARID OSORIO,,,7024,
117543062,7083,Atlanta,30303,6,kortney     zheng,kortney zheng,,,
114520012,7032,Nashville,37219,8,lelia     pina,,,,
111650286,7049,Tallahassee,32301,,vangie he,,,,
114033450,7063,Olympia,98507,11,SENAIDA OLIVAREZ,senaida olivarez,,,
112980430,7075,Dover,19901,,khuong r kroll,,,,
112547250,7004,Phoenix,85001,15,larisha bowens,larisha bowens,,,
119463888,7068,Topeka,66603,15,desmon derrick,,,,
119498182,7032,Nashville,37219,,ernie parsons,ernie parsons,,7032,
110747863,7021,Madison,53703,13,toussaint hubert,,,,
115435025,7092,Columbia,29217,14,FLECIA BIDDLE,flecia biddle,,,
116093174,7085,Little Rock,72201,,saskia baron,,,7085,
110862683,7064,Annapolis,21401,,meliss goble,,,,
116438009,7040,Augusta,4330,5,kassandra boles,,,,
116225649,7015,Des Moines,50309,,yaser jamie carlisle,,,7015,
115124349,7074,Austin,78701,,brandun cupp,,,,
111808228,7086,Carson,89701,10,benisha desantis,,,,
113444502,7061,St. Anne,55102,,indya pennington,,,,
113992013,7012,Trenton,8608,8,tansy marco button,,,,
112368302,7044,Harrisburg,17101,5,sheen drew,,,,
115734860,7051,Hartford,6103,9,joron harlem dow,joron dow,,,
114244089,7078,Jefferson,65101,4,dijon lane,dijon lane,,,
119477339,7064,Annapolis,21401,2,mali  ives,,,,
116089020,7051,Hartford,6103,,deshawna harrell,,,,
114941347,7028,Montgomery,36104,,benton orr,benton orr,,,
111015677,7074,Austin,78701,,jontay gorman,,,,
111584143,7052,Charleston,25301,,adina sager,,,,
112843280,7092,Columbia,29217,,jajuan hutto,jajuan hutto,,,
119397340,7026,Honolulu,96813,,GINETTE NEIL FREELAND,,,,
119079014,7076,Salt Lake City,84111,15,yukari wooten,,,,
113304872,7007,Concord,3301,,jaymie dunbar,,,,
115029684,7078,Jefferson,65101,,RONDALE BERGERON,,,,
115265245,7067,Lincoln,68502,3,jeremi roach,jeremi roach,,7067,
118713702,7089,Richmond,23219,,hila gabriel,,,,
111253671,7012,Trenton,8608,,CHASE VISA CARDHOLDER,,,,
112235167,7088,Bismarck,58501,12,luella dewitt,,,,
118139645,7068,Topeka,66603,14,TRIVA L BAHENA,,,,
113948835,7078,Jefferson,65101,7,laurissa felix,,,,
110783233,7082,Oklahoma,73102,,rainer settle,,,,
116222787,7028,Montgomery,36104,2,antwoin antonio dove,,,,
111362082,7080,Denver,80202,,jamika zeke napier,,,,
117743468,7062,Santa,87501,,adelbert killian edwards,adelbert edwards,,,
114788894,7096,Raleigh,27601,7,yomara hawes,,,,
116248199,7068,Topeka,66603,13,shifra callan wentz,shifra wentz,,,
117998934,7074,Austin,78701,9,donavon c leger,,,,
112532267,7007,Concord,3301,5,thimothy james,,,,
115843224,7015,Des Moines,50309,6,LAVINA ALI,,,,
114721339,7061,St. Anne,55102,,CATYA GARY FELIX,catya felix,,,
112859179,7052,Charleston,25301,14,jeronica vandyke,jeronica vandyke,,,
112233286,7046,Boston,2201,6,SANQUETTA SHIELDS,sanquetta shields,,,
112210988,7001,Albany,12207,,roselee gabel,,,,
118172617,7032,Nashville,37219,,lorenia brendan broussard,,,,
116215790,7082,Oklahoma,73102,,SHAREEMA ROSADO,,7082,,
114365331,7037,Lansing,48933,,dexton mario castle,,,,
110981550,7068,Topeka,66603,6,AQUILA MCFADDEN,aquila mcfadden,,,
111984629,7096,Raleigh,27601,1,arwyn wes pantoja,,,,
114773783,7062,Santa,87501,9,valecia kenney,,,,
114287009,7045,Indianapolis,46225,,cambria milton,,,,
114527494,7092,Columbia,29217,2,YISRAEL DELGADILLO,yisrael delgadillo,,,
113164869,7067,Lincoln,68502,13,marah mcarthur,marah mcarthur,,,
111889356,7091,Providence,2903,14,REBA M TIERNEY,,,,
110428253,7085,Little Rock,72201,7,danile honeycutt,,,,
114829889,7096,Raleigh,27601,,calie adam,calie adam,,,
111430103,7088,Bismarck,58501,3,VISA CARDHOLDER,riccardo alba,,,
115600696,7091,Providence,2903,2,angila rhodes,,,,
111023570,7096,Raleigh,27601,,JESSCIA SAMUEL,,,,
116599505,7013,Baton,70802,,britnee d cody,britnee cody,,,
115236932,7012,Trenton,8608,10,kortny jaxson gossett,,,,
111322317,7086,Carson,89701,12,twanisha teel,,,,
115777213,7089,Richmond,23219,6,,,,,
115593395,7087,Boise,83702,,shareese benavides,,,,
112519927,7040,Augusta,4330,8,anela christenson,,,,
112145891,7040,Augusta,4330,13,JAMESE J PINO,,,,
115924739,7038,Columbus,43215,13,chakira ambrose nelson,,,7038,
113518152,7032,Nashville,37219,12,REMA BUI,,,,
111754083,7086,Carson,89701,15,TONISHA LOGUE,,,,
111921723,7080,Denver,80202,11,dianne poe,,,,
119161256,7038,Columbus,43215,3,JOCELYN PHELAN,,,,
115743910,7058,Pierre,57501,2,TIYANA KOLE LUND,,,7058,
111061405,7087,Boise,83702,,lesa m rhoads,,,,
113852711,7062,Santa,87501,,shaqwana thurman,,,,
110392428,7001,Albany,12207,,mariella eugene whipple,,,,
111394795,7038,Columbus,43215,,JERICHO MAGNUSON,,,,
119379883,7028,Montgomery,36104,,markelle weir,markelle weir,,,
115829707,7088,Bismarck,58501,,mylan kingsley lamb,mylan lamb,,,
115848897,7089,Richmond,23219,5,charlotte patten,,,,
116849990,7074,Austin,78701,,so schmidt,,,,
116206655,7015,Des Moines,50309,,kellina wisniewski,,,,
116682064,7057,Montpelier,5602,8,lashanna r kong,,,,
111125766,7092,Columbia,29217,,jarmal burrell,,,,
111337579,7004,Phoenix,85001,6,CORNELIOUS FITZPATRICK,,,,
119099058,7013,Baton,70802,,SHATIKA GENESIS MESA,,7013,,
118675614,7086,Carson,89701,,adriano withrow,adriano withrow,,,
114629053,7057,Montpelier,5602,13,ronel ryder,,,,
119529397,7085,Little Rock,72201,11,CHRISHAWN GRASSO,,,,
117755607,7062,Santa,87501,,HAYDEN WRAY,,,,
114335837,7046,Boston,2201,11,CHASE VISA CARDHOLDER,delvin banks,,,
113129285,7028,Montgomery,36104,,jabriel bellamy gage,,,,
116603956,7087,Boise,83702,,joyanne poirier,joyanne poirier,,,
111245116,7065,Springfield,62701,,JOATHAN S HITCHCOCK,joathan hitchcock,,,
